#CWE-669 Incorrect Resource Transfer Between Spheres
Attributes Submit Voms server Proxy renewal Ice Cream Lrms Wn job
Thirdparty 0.32 0.32 0.32 0.32 0.32 0.32 0.32
Transfering 1.61 2.08 2.08 1.61 1.61 1.61 1.61
