#CWE-757 Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')
Attributes Submit Voms server Proxy renewal Ice Workload manager Information service
Encryption 0.15 0.15 0.15 0.15 0.15 1.83
Transfering 1.61 2.08 2.08 1.61 1.61 2.08
