#CWE-96 Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')
Attributes Submit Wms proxy Workload manager Information service
Transfering 1.61 1.61 1.61 2.08
Sanitize 0.83 0.83 0.83 2.08
Transformation 1.61 1.61 1.61 0.52
