#CWE-248 Uncaught Exception
Attributes Submit Wms proxy Workload manager Log monitor Job controller (condor-g) Lrms
Client_Server 0.40 0.70 0.70 0.70 0.70 0.70
ErrorHandling 0.22 0.22 0.22 0.22 0.22 1.22
