#CWE-272 Least Privilege Violation
Attributes Submit Uam-ns Input.fl Sa-wm Output.fl Al-jc Logbook Mysql
Owner 3.63 3.63 3.63 3.63 3.05 3.63 3.63 3.05
UI_GUI 2.00 1.54 1.54 1.54 1.54 1.54 1.54 1.54
User 1.61 3.05 3.05 3.00 3.05 3.00 3.05 3.05
