#CWE-211 Information Exposure Through External Error Message
Attributes Submit Voms server Wms proxy Lb proxy Lb database
DB_DNS_IDS_FW 2.72 0.59 0.59 2.72 2.72
Thirdparty 0.32 0.32 0.32 0.32 0.32
ErrorHandling 0.22 0.22 0.22 0.22 1.22
