#CWE-138 Improper Neutralization of Special Elements
Attributes Submit Wms proxy Lb proxy Lb database
Client_Server 0.40 0.70 0.70 0.70
Trust 1.64 0.69 0.69 0.69
Transfering 1.61 1.61 1.61 2.08
Sanitize 0.83 0.83 2.08 2.08
