#CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
Attributes Submit Uam-ns Input.fl Sa-wm Logbook Al-jc Condor_g Lrms Condor_startd
MaxMin 1.22 1.22 1.22 1.22 1.22 1.22 1.22 1.22
Owner 4.23 4.23 4.23 4.23 4.23 4.23 4.23 3.59
User 1.96 3.58 3.49 3.58 3.49 3.58 3.58 3.58
