#CWE-248 Uncaught Exception
Attributes Submit Uam-ns Input.fl Sa-wm Logbook Mysql
Client_Server 0.40 0.70 0.70 0.70 0.70
ErrorHandling 0.22 0.22 0.22 0.22 1.22
