#CWE-277 Insecure Inherited Permissions
Attributes Submit Wms proxy Workload manager Proxy renewal Ice Cream Lrms Wn job
Owner 3.63 3.63 3.63 3.63 3.63 3.63 3.63 3.63
Trust 1.64 0.69 0.69 0.69 0.69 0.69 0.69 1.64
User 1.61 3.00 3.00 3.00 3.00 3.05 3.05 1.61
