#CWE-402 Transmission of Private Resources into a New Sphere ('Resource Leak')
Attributes Submit Wms proxy Workload manager Proxy renewal Ice Cream Lrms Wn job
Owner 3.63 3.63 3.63 3.63 3.63 3.63 3.63 3.63
Thirdparty 0.32 0.32 1.96 0.32 0.32 0.32 0.32 0.32
Transfering 1.61 1.61 1.61 2.08 1.61 1.61 1.61 1.61
User 1.61 3.00 3.00 3.00 3.00 3.05 3.05 1.61
Trust 1.64 0.69 0.69 0.69 0.69 0.69 0.69 1.64
