#CWE-640 Weak Password Recovery Mechanism for Forgotten Password
Attributes Submit Wms proxy Workload manager Proxy renewal Ice Cream Lrms Wn job
Owner 3.63 3.63 3.63 3.63 3.63 3.63 3.63 3.63
Encryption 0.15 0.15 0.15 0.15 0.15 0.15 0.15 1.83
User 1.61 3.00 3.00 3.00 3.00 3.05 3.05 1.61
UI_GUI 2.00 1.54 1.54 1.54 1.54 1.54 1.54 1.54
