#CWE-266 Incorrect Privilege Assignment
Attributes Submit Wms proxy Workload manager Proxy renewal Ice Cream Lrms Wn job
Owner 3.63 3.63 3.63 3.63 3.63 3.63 3.63 3.63
UI_GUI 2.00 1.54 1.54 1.54 1.54 1.54 1.54 1.54
Client_Server 0.40 0.70 0.70 0.70 0.70 0.70 0.70 0.70
User 1.61 3.00 3.00 3.00 3.00 3.05 3.05 1.61
