#CWE-836 Use of Password Hash Instead of Password for Authentication
Attributes Submit Wms proxy Workload manager Proxy renewal Ice Cream Lrms Wn job
Owner 3.63 3.63 3.63 3.63 3.63 3.63 3.63 3.63
Encryption 0.15 0.15 0.15 0.15 0.15 0.15 0.15 1.83
User 1.61 3.00 3.00 3.00 3.00 3.05 3.05 1.61
