#CWE-795 Only Filtering Special Elements at a Specified Location
Attributes Submit Voms server Proxy renewal Workload manager Job controller (condor-g) Lrms Wn job
Transfering 1.61 2.08 2.08 1.61 1.61 1.61 1.61
Sanitize 0.83 0.83 0.83 0.83 0.83 2.08 2.08
