#CWE-247 Reliance on DNS Lookups in a Security Decision
Attributes Submit Voms server Proxy renewal Workload manager Job controller (condor-g) Lrms Wn job
Client_Server 0.40 0.70 0.70 0.70 0.70 0.70 0.70
Trust 1.64 0.69 0.69 0.69 0.69 0.69 1.64
DB_DNS_IDS_FW 2.72 0.59 0.59 0.59 0.59 0.59 0.59
Spoofing 0.15 0.15 0.15 0.15 1.83 1.83 1.83
