#CWE-538 File and Directory Information Exposure
Attributes Submit Sandbox_dir Job
UI_GUI 2.00 1.54 1.54
Tampering 0.15 1.83 1.83
Encryption 0.15 1.83 1.83
User 1.61 0.52 3.05
Owner 3.63 0.52 1.52
Trust 1.64 1.64 0.69
