#CWE-200 Information Exposure
Attributes Submit Wms proxy Workload manager Job controller (condor-g) Lrms Wn job
Encryption 0.15 0.15 0.15 0.15 0.15 1.83
Thirdparty 0.32 0.32 1.96 1.96 0.32 0.32
