#CWE-538 File and Directory Information Exposure
Attributes Submit Wms proxy Workload manager Job controller (condor-g) Lrms Wn job
UI_GUI 2.00 1.54 1.54 1.54 1.54 1.54
Tampering 0.15 0.15 0.15 0.15 0.15 1.83
Encryption 0.15 0.15 0.15 0.15 0.15 1.83
User 1.61 3.00 3.00 3.00 3.05 1.61
Owner 3.63 3.63 3.63 3.63 3.63 3.63
Trust 1.64 0.69 0.69 0.69 0.69 1.64
